date,retailerCountry,orderMethodType,retailerType,productLine,productType,productId,revenue,quantity,grossMargin
2017-03-17,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,93024,1224,0.48723684
2015-06-21,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1026,26620.8,354,0.48178191
2015-05-08,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,11280,150,0.48178191
2016-06-17,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1026,25004,329,0.48723684
2016-04-05,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,39672,522,0.48723684
2017-06-24,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,95228,1253,0.48723684
2015-09-07,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,25793.6,343,0.48178191
2015-09-16,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1026,11054.4,147,0.48178191
2016-08-20,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,19988,263,0.48723684
2016-07-03,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1026,42636,561,0.48723684
2017-08-11,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,33592,442,0.48723684
2015-11-18,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,15792,210,0.48178191
2015-11-03,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1026,29854.4,397,0.48178191
2016-10-24,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1026,55252,727,0.48723684
2017-03-22,Belgium,Web,Outdoors Shop,Personal Accessories,Knives,1125,45804.22,3773,0.29489292
2016-06-03,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Knives,1125,33287.88,2742,0.29489292
2017-05-20,Belgium,Fax,Outdoors Shop,Personal Accessories,Knives,1125,40608.3,3345,0.29489292
2017-04-17,Belgium,Web,Outdoors Shop,Personal Accessories,Knives,1125,44493.1,3665,0.29489292
2015-09-14,Belgium,Web,Outdoors Shop,Personal Accessories,Knives,1125,18306.84,1492,0.30236349
2017-09-15,Belgium,Web,Outdoors Shop,Personal Accessories,Knives,1125,43788.98,3607,0.29489292
2015-12-08,Belgium,Web,Outdoors Shop,Personal Accessories,Knives,1125,27671.04,2304,0.28726062
2016-11-23,Belgium,Web,Outdoors Shop,Personal Accessories,Knives,1125,34708.26,2859,0.29489292
2015-05-17,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,1121,372,62,0.52833333
2016-05-01,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,1121,186,31,0.52833333
2017-05-24,Belgium,Web,Outdoors Shop,Outdoor Protection,First Aid,1121,168,28,0.52833333
2015-03-14,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,7746.2,154,0.39555911
2016-03-14,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,8098.3,161,0.39582505
2017-03-18,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,15643.3,311,0.40894632
2015-05-15,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,4979.7,99,0.39681909
2016-04-04,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,3556,70,0.38267717
2015-08-07,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,22383.5,445,0.38942614
2016-08-05,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,10160.6,202,0.39960239
2017-07-04,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,15784.4,313,0.40510314
2015-11-17,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,18862.5,375,0.39009728
2016-12-23,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1052,9506.7,189,0.40675944
2015-03-14,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Binoculars,1108,9202.38,73,0.26558782
2017-01-25,Belgium,Web,Outdoors Shop,Personal Accessories,Binoculars,1108,17326.4,136,0.2733124
2015-06-02,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Binoculars,1108,7689.66,61,0.26558782
2016-06-12,Belgium,Fax,Outdoors Shop,Personal Accessories,Binoculars,1108,15033.2,118,0.2733124
2016-04-01,Belgium,Web,Outdoors Shop,Personal Accessories,Binoculars,1108,13377,105,0.2733124
2017-04-05,Belgium,Fax,Outdoors Shop,Personal Accessories,Binoculars,1108,13886.6,109,0.2733124
2015-10-02,Belgium,Web,Outdoors Shop,Personal Accessories,Binoculars,1108,10210.86,81,0.26558782
2015-12-16,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Binoculars,1108,10589.04,84,0.26558782
2016-11-08,Belgium,Web,Outdoors Shop,Personal Accessories,Binoculars,1108,27008.8,212,0.2733124
2015-01-13,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,54390,1407,0.49504247
2016-02-15,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,45939.2,1184,0.49690722
2016-02-04,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Tools,1030,19555.2,504,0.49690722
2017-02-02,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,114644.4,2968,0.49465164
2015-06-24,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,47219.6,1217,0.49690722
2016-06-12,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,29410.4,758,0.49690722
2016-05-19,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Tools,1030,23668,610,0.49690722
2016-05-17,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,27703.2,714,0.49690722
2017-06-14,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,114093.6,2952,0.49494941
2015-08-17,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,35180.8,912,0.49397853
2015-09-21,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,13230.8,341,0.49690722
2016-08-09,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,53311.2,1374,0.49690722
2016-07-26,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,21262.4,548,0.49690722
2017-07-14,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,38976,1015,0.49166667
2015-12-03,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1030,58044.8,1502,0.49488946
2016-12-20,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1030,69878.8,1801,0.49690722
2015-03-08,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,27242,530,0.56498054
2016-02-23,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,25341.84,488,0.56942037
2016-01-09,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,10178.28,196,0.56942037
2017-03-01,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,53124.39,1023,0.56942037
2015-04-06,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,22204.8,432,0.56498054
2016-06-21,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,33962.22,654,0.56942037
2016-06-26,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,14332.68,276,0.56942037
2017-05-15,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,19058.31,367,0.56942037
2017-04-15,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,41907.51,807,0.56942037
2015-07-08,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,16499.4,321,0.56498054
2015-09-22,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,6887.6,134,0.56498054
2016-09-11,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,33027.48,636,0.56942037
2016-08-04,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,13190.22,254,0.56942037
2017-09-17,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,26476.95,503,0.5752124
2015-10-08,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,12573.45,239,0.57497425
2015-12-07,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,23720.35,457,0.56920872
2016-11-07,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1023,41880.02,800,0.57287508
2015-01-07,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,14127.2,85,0.47641712
2016-02-22,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,25112,145,0.47612297
2015-04-08,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,4681.6,28,0.48050239
2016-06-06,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,27750.8,157,0.47307537
2017-06-11,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,6824.8,38,0.47171492
2015-09-05,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,17996.8,102,0.47354196
2016-07-19,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,4848.8,29,0.49222488
2017-07-17,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,2173.6,13,0.4958134
2015-12-06,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,11946,69,0.47240583
2016-11-15,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1102,43752.4,253,0.48206041
2015-01-25,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,13325,205,0.39395497
2016-03-14,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,27902.15,434,0.40545908
2017-03-09,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,63525.2,931,0.44156933
2015-05-22,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,24972.45,389,0.40634299
2016-06-21,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,36440,557,0.39872969
2017-06-02,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,100185.8,1487,0.44762312
2015-08-06,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,16253.05,255,0.41673101
2016-09-01,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,38316.9,579,0.41405646
2017-09-10,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,13786.1,193,0.44131625
2015-11-17,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,25155,387,0.38907573
2016-10-07,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1050,27794.9,391,0.43352773
2015-02-08,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,1075,3213.05,895,0.7632312
2016-02-19,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,1075,3418.44,934,0.76775956
2017-01-11,Belgium,Web,Outdoors Shop,Camping Equipment,Cooking Gear,1075,11941.6,5428,0.61363636
2015-04-26,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,1075,2638.65,735,0.7632312
2016-06-12,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,1075,3630.72,992,0.76775956
2017-05-01,Belgium,Web,Outdoors Shop,Camping Equipment,Cooking Gear,1075,4297.23,1197,0.75766017
2016-07-18,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,1075,3158.58,863,0.76775956
2015-03-13,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1093,4616,160,0.37608319
2016-01-14,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1093,4592.64,156,0.38858696
2015-05-26,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1093,3577.4,124,0.37608319
2016-04-21,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1093,7183.36,244,0.38858696
2017-04-06,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1093,6624,225,0.38858696
2015-07-16,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1093,3548.55,123,0.37608319
2016-09-16,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1093,6741.76,229,0.38858696
2015-11-08,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1093,4039,140,0.37608319
2015-10-23,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1093,4904.5,170,0.37608319
2016-10-06,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1093,5446.4,185,0.38858696
2015-01-20,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1008,10039.4,202,0.43420523
2016-03-24,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1008,5137.32,93,0.45166546
2016-02-17,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,6388.52,118,0.44052457
2017-02-18,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,13101.88,242,0.44052457
2015-04-16,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1008,3967.38,79,0.44006372
2016-06-18,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1008,14238.82,263,0.44052457
2017-04-25,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,14671.94,271,0.44052457
2017-04-02,Belgium,Fax,Outdoors Shop,Camping Equipment,Lanterns,1008,7200.62,133,0.44052457
2016-09-16,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,11964.46,219,0.44556545
2017-08-16,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,7417.18,137,0.44052457
2015-11-13,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1008,5218.5,105,0.43420523
2015-12-12,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,5317.9,107,0.43420523
2016-10-13,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1008,12343.92,228,0.44052457
2016-02-01,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,2528.05,31,0.52176579
2016-02-02,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1099,3262,40,0.52176579
2017-03-25,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,13922.89,179,0.49859548
2015-06-26,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1099,4227.66,54,0.50185209
2016-05-21,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,6042.66,78,0.49657932
2016-06-23,Belgium,Fax,Outdoors Shop,Personal Accessories,Watches,1099,6430.01,83,0.49657932
2017-04-14,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,16680.41,213,0.50199066
2016-08-24,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1099,5245.43,67,0.50185209
2017-09-23,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,4746,60,0.50695322
2015-10-23,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,5035.55,65,0.49657932
2016-10-08,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1099,5323.72,68,0.50185209
2016-03-12,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1132,6310,200,0.36608558
2017-02-12,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1132,6688.6,212,0.36608558
2016-06-08,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Lanterns,1132,7477.35,237,0.36608558
2017-05-05,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1132,8581.6,272,0.36608558
2016-08-21,Belgium,Web,Outdoors Shop,Camping Equipment,Lanterns,1132,5773.65,183,0.36608558
2017-03-08,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1090,22555.09,323,0.41028211
2016-10-21,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1090,52581.99,753,0.41028211
2015-09-04,Belgium,Web,Outdoors Shop,Outdoor Protection,First Aid,1041,523,100,0.63288719
2015-03-26,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,26930.12,4029,0.63794517
2016-01-02,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,0,29,
2017-03-16,Belgium,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,0,102,
2015-04-18,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,11249.28,1674,0.63988095
2016-04-15,Belgium,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,5460,780,0.65428571
2016-05-17,Belgium,Fax,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,0,116,
2015-07-02,Belgium,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,24165.12,3596,0.63988095
2015-07-24,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,10577.28,1574,0.63988095
2015-10-16,Belgium,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,27750.45,4173,0.63609023
2015-12-17,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,1038,12841.92,1911,0.63988095
2015-01-02,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Insect Repellents,1114,3948,564,0.73142857
2017-08-05,Belgium,Web,Outdoors Shop,Outdoor Protection,Insect Repellents,1114,483,69,0.73142857
2015-06-21,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,1040,2231,97,0.60869565
2015-08-09,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,1040,1863,81,0.60869565
2015-09-26,Belgium,Web,Outdoors Shop,Outdoor Protection,First Aid,1040,4660.26,205,0.60409934
2015-10-08,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,First Aid,1040,5454.68,242,0.60070985
2015-03-12,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,1033,8184.88,134,0.57188132
2016-02-03,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1033,2535.44,41,0.57713454
2016-01-07,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,1033,1484.16,24,0.57713454
2016-01-02,Belgium,Fax,Outdoors Shop,Personal Accessories,Eyewear,1033,1113.12,18,0.57713454
2015-05-20,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,1033,9929.88,163,0.57074506
2016-06-19,Belgium,Fax,Outdoors Shop,Personal Accessories,Eyewear,1033,11159.86,183,0.57119086
2016-04-26,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1033,3957.76,64,0.57713454
2015-07-07,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1033,1484.16,24,0.57713454
2015-09-20,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,1033,11156.92,182,0.5734217
2016-07-18,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1033,4638,75,0.57713454
2016-07-14,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,1033,5565.6,90,0.57713454
2015-11-17,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Eyewear,1033,3176,52,0.57185139
2015-10-10,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1033,11287.1,186,0.56907443
2016-10-19,Belgium,Web,Outdoors Shop,Personal Accessories,Eyewear,1033,15583.68,252,0.57713454
2015-03-24,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,17044.89,291,0.34134043
2016-02-21,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,7583.91,129,0.3856098
2016-03-02,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,6937.22,118,0.3856098
2016-03-04,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Tools,1028,5879.02,98,0.39789965
2017-01-17,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,35509.16,604,0.3856098
2015-06-12,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,14462.34,246,0.34376595
2016-06-24,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,7642.7,130,0.3856098
2016-06-06,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,16402.41,279,0.3856098
2017-06-12,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,38507.45,655,0.3856098
2015-08-09,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,4585.62,78,0.34376595
2015-07-10,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,10053.09,171,0.34376595
2016-08-26,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,7642.7,130,0.3856098
2016-07-05,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,16578.78,282,0.3856098
2017-07-10,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,13345.33,227,0.3856098
2015-12-20,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,5349.89,91,0.34376595
2015-11-10,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Tools,1028,11579.82,198,0.34033172
2016-11-05,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Tools,1028,21811.09,371,0.3856098
2015-03-20,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,1002,48335.36,79,0.35277197
2016-01-23,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,1002,51323.05,83,0.35958599
2017-03-07,Belgium,Web,Outdoors Shop,Camping Equipment,Tents,1002,115631.45,187,0.35958599
2015-05-10,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,1002,22130.26,34,0.39160227
2016-04-25,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,1002,66163.45,107,0.35958599
2016-06-10,Belgium,Fax,Outdoors Shop,Camping Equipment,Tents,1002,61216.65,99,0.35958599
2017-05-15,Belgium,Web,Outdoors Shop,Camping Equipment,Tents,1002,27337.38,42,0.39160227
2016-08-26,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,1002,98089.33,153,0.38231814
2015-10-13,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Tents,1002,55677.44,91,0.35277197
2015-03-22,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Cooking Gear,1074,13807.82,598,0.31009095
2017-01-20,Belgium,Web,Outdoors Shop,Camping Equipment,Cooking Gear,1074,12826,550,0.31689537
2016-04-14,Belgium,Fax,Outdoors Shop,Camping Equipment,Cooking Gear,1074,16090.8,690,0.31689537
2015-04-05,Belgium,Sales visit,Outdoors Shop,Outdoor Protection,Sunscreen,1116,3371.2,688,0.60204082
2015-02-12,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Packs,1131,70993.96,164,0.4481739
2016-01-21,Belgium,Fax,Outdoors Shop,Camping Equipment,Packs,1131,13263,30,0.45966976
2016-03-18,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1131,45498.96,104,0.45397609
2016-01-17,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Packs,1131,13355.08,29,0.48128203
2017-01-19,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1131,107346.66,240,0.4659247
2015-04-23,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Packs,1131,35496.98,82,0.4481739
2016-06-05,Belgium,Fax,Outdoors Shop,Camping Equipment,Packs,1131,75294.82,166,0.47334916
2016-04-26,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Packs,1131,59061.15,135,0.45397609
2017-05-06,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1131,49873.86,114,0.45397609
2017-06-11,Belgium,Fax,Outdoors Shop,Camping Equipment,Packs,1131,46811.43,107,0.45397609
2015-07-05,Belgium,Sales visit,Outdoors Shop,Camping Equipment,Packs,1131,64067.72,148,0.4481739
2016-07-01,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1131,94497.84,216,0.45397609
2017-08-19,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1131,53811.27,123,0.45397609
2016-12-26,Belgium,Web,Outdoors Shop,Camping Equipment,Packs,1131,42874.02,98,0.45397609
2015-02-08,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,26318.04,714,0.50217037
2016-01-19,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,9570.68,257,0.50725027
2016-03-16,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,23721.88,637,0.50725027
2017-03-10,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,54923.68,1481,0.50519794
2015-05-07,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,23369.24,634,0.50217037
2016-05-22,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,13406.4,360,0.50725027
2016-04-25,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,13927.76,374,0.50725027
2016-04-06,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,17986.92,483,0.50725027
2017-05-17,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,37487,1012,0.50462294
2017-05-26,Belgium,Fax,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,17130.4,460,0.50725027
2015-07-25,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,16881.88,458,0.50217037
2015-08-08,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,6376.78,173,0.50217037
2016-07-26,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,13071.24,351,0.50725027
2016-07-07,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,27557.6,740,0.50725027
2017-08-04,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,19462.08,528,0.50217037
2015-11-14,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,17287.34,469,0.50217037
2015-10-01,Belgium,Sales visit,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,10357.66,281,0.50217037
2016-12-19,Belgium,Web,Outdoors Shop,Mountaineering Equipment,Climbing Accessories,1021,38617.88,1037,0.50725027
2015-02-02,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1032,7500.74,26,0.59724774
2016-01-11,Belgium,Fax,Outdoors Shop,Personal Accessories,Watches,1032,3238.18,11,0.60530607
2016-02-08,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1032,3826.94,13,0.60530607
2017-02-14,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1032,12046.02,42,0.5948886
2015-06-18,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1032,9231.68,32,0.59724774
2016-05-02,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1032,5192.82,18,0.59724774
2016-06-09,Belgium,Fax,Outdoors Shop,Personal Accessories,Watches,1032,10697.8,37,0.59813887
2017-06-16,Belgium,Fax,Outdoors Shop,Personal Accessories,Watches,1032,5481.31,19,0.59724774
2017-05-03,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1032,12337.45,43,0.5950403
2015-07-10,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1032,5822.81,20,0.60091434
2016-09-12,Belgium,Web,Outdoors Shop,Personal Accessories,Watches,1032,4121.32,14,0.60530607
2016-09-12,Belgium,Sales visit,Outdoors Shop,Personal Accessories,Watches,1032,4415.7,15,0.60530607
